timestamp,gpu_index,utilization.gpu,memory.used,memory.total,temperature.gpu,power.draw
2026-08-18T21:43:20+00:00,0,87,8903,12282,73,161.36
2026-08-18T21:43:25+00:00,0,87,8903,12282,72,161.12
2026-08-18T21:43:30+00:00,0,81,9695,12282,72,159.70
2026-08-18T21:43:35+00:00,0,80,7605,12282,66,127.07
2026-08-18T21:43:40+00:00,0,76,8317,12282,70,160.23
2026-08-18T21:43:45+00:00,0,81,9517,12282,70,160.37
2026-08-18T21:43:50+00:00,0,83,10539,12282,73,159.87
2026-08-18T21:43:55+00:00,0,80,10539,12282,70,161.62
2026-08-18T21:44:01+00:00,0,97,10539,12282,71,162.19
2026-08-18T21:44:06+00:00,0,1,7619,12282,59,99.33
2026-08-18T21:44:11+00:00,0,78,7351,12282,70,160.80
2026-08-18T21:44:16+00:00,0,86,8399,12282,70,157.94
2026-08-18T21:44:21+00:00,0,83,8399,12282,73,159.82
2026-08-18T21:44:26+00:00,0,88,10421,12282,72,161.13
2026-08-18T21:44:31+00:00,0,83,10421,12282,69,161.26
2026-08-18T21:44:36+00:00,0,73,7461,12282,70,146.87
2026-08-18T21:44:41+00:00,0,81,8961,12282,73,157.02
2026-08-18T21:44:46+00:00,0,80,8961,12282,73,158.41
2026-08-18T21:44:51+00:00,0,76,8961,12282,71,159.25
2026-08-18T21:44:56+00:00,0,85,8961,12282,70,160.14
2026-08-18T21:45:01+00:00,0,14,4073,12282,70,140.63
2026-08-18T21:45:06+00:00,0,89,7345,12282,71,160.34
2026-08-18T21:45:12+00:00,0,81,8139,12282,71,157.40
2026-08-18T21:45:17+00:00,0,88,8617,12282,73,159.60
2026-08-18T21:45:22+00:00,0,78,8617,12282,74,160.22
2026-08-18T21:45:27+00:00,0,90,9139,12282,71,158.90
2026-08-18T21:45:32+00:00,0,50,7605,12282,71,125.46
2026-08-18T21:45:37+00:00,0,89,7269,12282,72,162.08
2026-08-18T21:45:42+00:00,0,82,8891,12282,71,160.50
2026-08-18T21:45:47+00:00,0,81,8891,12282,73,160.47
2026-08-18T21:45:52+00:00,0,81,8891,12282,71,159.99
2026-08-18T21:45:57+00:00,0,75,9641,12282,70,161.74
2026-08-18T21:46:02+00:00,0,2,6011,12282,59,81.56
2026-08-18T21:46:07+00:00,0,86,7655,12282,70,158.04
2026-08-18T21:46:12+00:00,0,78,7655,12282,69,160.16
2026-08-18T21:46:18+00:00,0,92,9961,12282,70,156.57
2026-08-18T21:46:23+00:00,0,84,9961,12282,73,159.97
2026-08-18T21:46:28+00:00,0,80,9961,12282,72,160.00
2026-08-18T21:46:33+00:00,0,81,9181,12282,70,151.61
2026-08-18T21:46:38+00:00,0,92,9183,12282,73,160.60
2026-08-18T21:46:43+00:00,0,79,9183,12282,73,159.90
2026-08-18T21:46:48+00:00,0,93,9183,12282,72,160.38
2026-08-18T21:46:53+00:00,0,88,9183,12282,73,161.24
2026-08-18T21:46:58+00:00,0,84,4485,12282,65,141.93
2026-08-18T21:47:03+00:00,0,76,7351,12282,72,159.23
2026-08-18T21:47:08+00:00,0,94,7351,12282,71,160.41
2026-08-18T21:47:13+00:00,0,88,7351,12282,73,161.85
2026-08-18T21:47:18+00:00,0,80,8071,12282,71,160.85
2026-08-18T21:47:23+00:00,0,80,9249,12282,74,161.03
2026-08-18T21:47:28+00:00,0,52,7605,12282,68,125.46
2026-08-18T21:47:33+00:00,0,0,3203,12282,54,64.06
